,News,News tok,True label,Pred label
566,In July last year Punjab Agri Export Corporation Pagrexo a state government undertaking decided to deploy block chain technology in potato fields from the rabi season. The project involved certification and traceability of seed potato right from the nucleus to the seed level harvest....Original Source: agropages,"[['July', 'last', 'year', 'Punjab', 'Agri', 'Export', 'Corporation', 'Pagrexo', 'state', 'government', 'undertaking', 'decided', 'deploy', 'block', 'chain', 'technology', 'potato', 'fields', 'from', 'the', 'rabi', 'season.'], ['The', 'project', 'involved', 'certification', 'and', 'traceability', 'seed', 'potato', 'right', 'from', 'the', 'nucleus', 'the', 'seed', 'level', 'harvest....Original', 'Source:', 'agropages']]",1,0
567,LAHORE:Chief Minister Usman Buzdar has directed to initiate a crackdown against the adulteration mafia adding that such elements did not deserve any leniency. In a statement he said that necessary steps should be taken for food safety and eradication of adulteration....Original Source: thenews pk,"[['LAHORE:Chief', 'Minister', 'Usman', 'Buzdar', 'has', 'directed', 'initiate', 'crackdown', 'against', 'the', 'adulteration', 'mafia', 'adding', 'that', 'such', 'elements', 'did', 'not', 'deserve', 'any', 'leniency.'], ['statement', 'said', 'that', 'necessary', 'steps', 'should', 'taken', 'for', 'food', 'safety', 'and', 'eradication', 'adulteration....Original', 'Source:', 'thenews']]",1,0
568,Lahore: The Punjab Food Authority PFA has sealed a food manufacturing company and confiscated a huge cache of artificial sweeteners and corn syrup during conducted an undercover operation under the supervision of PFA Director General Irfan Memon in the area of Thokar Niaz Baig here on Thursday....Original Source: dailytimesPK,"[['Lahore:', 'The', 'Punjab', 'Food', 'Authority', 'PFA', 'has', 'sealed', 'food', 'manufacturing', 'company', 'and', 'confiscated', 'huge', 'cache', 'artificial', 'sweeteners', 'and', 'corn', 'syrup', 'during', 'conducted', 'undercover', 'operation', 'under', 'the', 'supervision', 'PFA', 'Director', 'General', 'Irfan', 'Memon', 'the', 'area', 'Thokar', 'Niaz', 'Baig', 'here', 'Thursday....Original', 'Source:', 'dailytimesPK']]",1,0
569,Dabur and Patanjali on Wednesday questioned environment watchdog CSE's claims that honey sold by them are adulterated with sugar syrup saying that it seems to be motivated and aimed at maligning their brands. They also insisted that honey sold by them are collected naturally from Indian sources and packed with no added sugar or other adulterants....Original Source: news,"[['Dabur', 'and', 'Patanjali', 'Wednesday', 'questioned', 'environment', 'watchdog', ""CSE's"", 'claims', 'that', 'honey', 'sold', 'them', 'are', 'adulterated', 'with', 'sugar', 'syrup', 'saying', 'that', 'seems', 'motivated', 'and', 'aimed', 'maligning', 'their', 'brands.'], ['They', 'also', 'insisted', 'that', 'honey', 'sold', 'them', 'are', 'collected', 'naturally', 'from', 'Indian', 'sources', 'and', 'packed', 'with', 'added', 'sugar', 'other', 'adulterants....Original', 'Source:', 'news']]",1,0
570,food authenticity is a process of testing food & beverages in various laboratories using different technology for validation quality check and usage preference. food & beverage products such as packet foods confectionaries fruit juice edible oil beer and wine can be tested for the detection or purity by using advanced instrumentation....Original Source: weeklyspy,"[['food', 'authenticity', 'process', 'testing', 'food', 'beverages', 'various', 'laboratories', 'using', 'different', 'technology', 'for', 'validation', 'quality', 'check', 'and', 'usage', 'preference.'], ['food', 'beverage', 'products', 'such', 'packet', 'foods', 'confectionaries', 'fruit', 'juice', 'edible', 'oil', 'beer', 'and', 'wine', 'can', 'tested', 'for', 'the', 'detection', 'purity', 'using', 'advanced', 'instrumentation....Original', 'Source:', 'weeklyspy']]",1,0
571,AP Don't question Pedro Martinez anymore. Fame and fortune already his Martinez finally made it to the World Series on Tuesday night. And when he got there he shut down the St. Louis Cardinals putting the Boston Red Sox within one victory of the World Series title that has eluded them since .,"[[""Don't"", 'question', 'Pedro', 'Martinez', 'anymore.'], ['Fame', 'and', 'fortune', 'already', 'his', 'Martinez', 'finally', 'made', 'the', 'World', 'Series', 'Tuesday', 'night.'], ['And', 'when', 'got', 'there', 'shut', 'down', 'the', 'St.', 'Louis', 'Cardinals', 'putting', 'the', 'Boston', 'Red', 'Sox', 'within', 'one', 'victory', 'the', 'World', 'Series', 'title', 'that', 'has', 'eluded', 'them', 'since']]",0,1
572,Original Source: agriview,"[['Original', 'Source:', 'agriview']]",1,0
573,Top terms healthy makeover laddoo consumption pattern sweets getting healthy indian sweetsOriginal Source: newindianexpress,"[['Top', 'terms', 'healthy', 'makeover', 'laddoo', 'consumption', 'pattern', 'sweets', 'getting', 'healthy', 'indian', 'sweetsOriginal', 'Source:', 'newindianexpress']]",1,0
574,quot;A spokesman for the president #;s brother Sen. Edward M. Kennedy D Mass. called the game #;despicable. #; The Glasgow based firm Traffic said quot;JFK Reloaded quot; was an educational quot;docu game quot; that would help disprove conspiracy theories about Kennedy #;s death.,"[['quot;A', 'spokesman', 'for', 'the', 'president', '#;s', 'brother', 'Sen.', 'Edward', 'Kennedy', 'Mass.'], ['called', 'the', 'game', '#;despicable.'], ['The', 'Glasgow', 'based', 'firm', 'Traffic', 'said', 'quot;JFK', 'Reloaded', 'quot;', 'was', 'educational', 'quot;docu', 'game', 'quot;', 'that', 'would', 'help', 'disprove', 'conspiracy', 'theories', 'about', 'Kennedy', '#;s', 'death.']]",0,1
575,Health experts and dietitians in the North East have called for urgent steps to check the rampant application of enhancers by food sellers in the country. News Agency of Nigeri NAN reports that the call is coming just as the National Agency for Food and Drugs Administration and Control NAFDAC.......Original Source: nta ng,"[['Health', 'experts', 'and', 'dietitians', 'the', 'North', 'East', 'have', 'called', 'for', 'urgent', 'steps', 'check', 'the', 'rampant', 'application', 'enhancers', 'food', 'sellers', 'the', 'country.'], ['News', 'Agency', 'Nigeri', 'NAN', 'reports', 'that', 'the', 'call', 'coming', 'just', 'the', 'National', 'Agency', 'for', 'Food', 'and', 'Drugs', 'Administration', 'and', 'Control', 'NAFDAC.......Original', 'Source:', 'nta']]",1,0
576,Shifting consumer focus towards health and fitness coupled with rising nutritious food eating and drinking habits will propel the U.S. fruit concentrate puree market growth. Increasing demand for concentrate puree as healthy alternatives to artificial ingredients and sweeteners particularly in.......Original Source: openpr,"[['Shifting', 'consumer', 'focus', 'towards', 'health', 'and', 'fitness', 'coupled', 'with', 'rising', 'nutritious', 'food', 'eating', 'and', 'drinking', 'habits', 'will', 'propel', 'the', 'U.S.', 'fruit', 'concentrate', 'puree', 'market', 'growth.'], ['Increasing', 'demand', 'for', 'concentrate', 'puree', 'healthy', 'alternatives', 'artificial', 'ingredients', 'and', 'sweeteners', 'particularly', 'in.......Original', 'Source:', 'openpr']]",1,0
577,Find out about applying for the Spirit Drinks Verification Scheme how to submit brand information fees and making sure your production process is compliant....Original Source: thedailystarBD,"[['Find', 'out', 'about', 'applying', 'for', 'the', 'Spirit', 'Drinks', 'Verification', 'Scheme', 'how', 'submit', 'brand', 'information', 'fees', 'and', 'making', 'sure', 'your', 'production', 'process', 'compliant....Original', 'Source:', 'thedailystarBD']]",1,0
578,Milk is the majority of the director posts on water and its possible fator adulteration is A very important to take into account when tested the safety and quality of […] The state commission on China's health has today published new regulations to intensify checks....Original Source: traders,"[['Milk', 'the', 'majority', 'the', 'director', 'posts', 'water', 'and', 'its', 'possible', 'fator', 'adulteration', 'very', 'important', 'take', 'into', 'account', 'when', 'tested', 'the', 'safety', 'and', 'quality', '[…]', 'The', 'state', 'commission', ""China's"", 'health', 'has', 'today', 'published', 'new', 'regulations', 'intensify', 'checks....Original', 'Source:', 'traders']]",1,0
579,Just imagine what David Ortiz could do on a good night's rest. Ortiz spent the night before last with his baby boy D'Angelo who is barely month old. He had planned on attending the Red Sox' Family Day at Fenway Park yesterday morning but he had to sleep in. After all Ortiz had a son at home and he ...,"[['Just', 'imagine', 'what', 'David', 'Ortiz', 'could', 'good', ""night's"", 'rest.'], ['Ortiz', 'spent', 'the', 'night', 'before', 'last', 'with', 'his', 'baby', 'boy', ""D'Angelo"", 'who', 'barely', 'month', 'old.'], ['had', 'planned', 'attending', 'the', 'Red', ""Sox'"", 'Family', 'Day', 'Fenway', 'Park', 'yesterday', 'morning', 'but', 'had', 'sleep', 'in.'], ['After', 'all', 'Ortiz', 'had', 'son', 'home', 'and', '...']]",0,1
580,The No. golfer in the world is on his way to Glen Abbey for this week #;s Canadian Open. No Tiger Woods hasn #;t changed his plans.,"[['The', 'No.'], ['golfer', 'the', 'world', 'his', 'way', 'Glen', 'Abbey', 'for', 'this', 'week', '#;s', 'Canadian', 'Open.'], ['Tiger', 'Woods', 'hasn', '#;t', 'changed', 'his', 'plans.']]",0,1
581,Top terms analytical standards market astute analytica reach usd global united statesOriginal Source: foodauthenticity,"[['Top', 'terms', 'analytical', 'standards', 'market', 'astute', 'analytica', 'reach', 'usd', 'global', 'united', 'statesOriginal', 'Source:', 'foodauthenticity']]",1,0
582,Indian agriculture and farmers welfare minister Radha Mohan Singh today launched the Rapid Detection Kits for Adulterants in Fresh Fish developed by Central Institute of Fisheries Technology CIFT Kochi. NEW DELHI: Indian agriculture and farmers welfare minister Radha Mohan Singh today launched.......Original Source: agritimes,"[['Indian', 'agriculture', 'and', 'farmers', 'welfare', 'minister', 'Radha', 'Mohan', 'Singh', 'today', 'launched', 'the', 'Rapid', 'Detection', 'Kits', 'for', 'Adulterants', 'Fresh', 'Fish', 'developed', 'Central', 'Institute', 'Fisheries', 'Technology', 'CIFT', 'Kochi.'], ['NEW', 'DELHI:', 'Indian', 'agriculture', 'and', 'farmers', 'welfare', 'minister', 'Radha', 'Mohan', 'Singh', 'today', 'launched.......Original', 'Source:', 'agritimes']]",1,0
583,top terms salerno university researchers mate new method for oenological institute near infrared spectroscopyOriginal Source: agroinform,"[['top', 'terms', 'salerno', 'university', 'researchers', 'mate', 'new', 'method', 'for', 'oenological', 'institute', 'near', 'infrared', 'spectroscopyOriginal', 'Source:', 'agroinform']]",1,0
584,Top terms health department jaipur milk cake raj alwarOriginal Source: bssnews,"[['Top', 'terms', 'health', 'department', 'jaipur', 'milk', 'cake', 'raj', 'alwarOriginal', 'Source:', 'bssnews']]",1,0
585,Awarding the death penalty on charges of corruption and invoking the Goondas Act to detain those polluting waterbodies and engaging in food adulteration were suggestions made by the Madurai Bench of the Madras High Court to the government to look into an order to tackle the menace of corruption....Original Source: reliefWeb,"[['Awarding', 'the', 'death', 'penalty', 'charges', 'corruption', 'and', 'invoking', 'the', 'Goondas', 'Act', 'detain', 'those', 'polluting', 'waterbodies', 'and', 'engaging', 'food', 'adulteration', 'were', 'suggestions', 'made', 'the', 'Madurai', 'Bench', 'the', 'Madras', 'High', 'Court', 'the', 'government', 'look', 'into', 'order', 'tackle', 'the', 'menace', 'corruption....Original', 'Source:', 'reliefWeb']]",1,0
586,FOXBOROUGH Hello Mike Mularkey. Welcome to opportunity. Watch that game film of New England St. Louis last week? ,"[['FOXBOROUGH', 'Hello', 'Mike', 'Mularkey.'], ['Welcome', 'opportunity.'], ['Watch', 'that', 'game', 'film', 'New', 'England', 'St.', 'Louis', 'last', 'week?']]",0,1
587,"[Vanguard] The U.S. Agency for International Development USAID has launched a six million dollar ""EatSafe"" initiative to support Nigeria to improve food security safety and nutrition....Original Source: dnaindia","[['[Vanguard]', 'The', 'U.S.', 'Agency', 'for', 'International', 'Development', 'USAID', 'has', 'launched', 'six', 'million', 'dollar', '""EatSafe""', 'initiative', 'support', 'Nigeria', 'improve', 'food', 'security', 'safety', 'and', 'nutrition....Original', 'Source:', 'dnaindia']]",1,0
588,In April the Food and Drug Administration issued two Warning Letters to medical device manufacturers reminding industry that the agency will take enforcement action against unlawful promotion when it sees fit. One Warning Letter addressed promotional claims and misleading statements provided.......Original Source: dhakatribune,"[['April', 'the', 'Food', 'and', 'Drug', 'Administration', 'issued', 'two', 'Warning', 'Letters', 'medical', 'device', 'manufacturers', 'reminding', 'industry', 'that', 'the', 'agency', 'will', 'take', 'enforcement', 'action', 'against', 'unlawful', 'promotion', 'when', 'sees', 'fit.'], ['One', 'Warning', 'Letter', 'addressed', 'promotional', 'claims', 'and', 'misleading', 'statements', 'provided.......Original', 'Source:', 'dhakatribune']]",1,0
589,Today the U.S. Food and Drug Administration FDA announced that routine inspections of small businesses to verify compliance with the FDA Food Safety Modernization Act FSMA's Intentional Adulteration IA rule will begin in March . The FSMA IA rule is designed to address hazards that may be.......Original Source: foodsafetymagazine,"[['Today', 'the', 'U.S.', 'Food', 'and', 'Drug', 'Administration', 'FDA', 'announced', 'that', 'routine', 'inspections', 'small', 'businesses', 'verify', 'compliance', 'with', 'the', 'FDA', 'Food', 'Safety', 'Modernization', 'Act', ""FSMA's"", 'Intentional', 'Adulteration', 'rule', 'will', 'begin', 'March'], ['The', 'FSMA', 'rule', 'designed', 'address', 'hazards', 'that', 'may', 'be.......Original', 'Source:', 'foodsafetymagazine']]",1,0
